,Census Block FIPS Code,Max Advertised Downstream Speed (mbps)
1361,27095,1000.0
1362,27097,1000.0
1363,27099,1000.0
1364,27101,1000.0
1365,27103,1000.0
1366,27105,1000.0
1367,27107,1000.0
1368,27109,1000.0
1369,27111,1000.0
1370,27113,1000.0
1371,27115,1000.0
1372,27117,1000.0
1373,27119,1000.0
1374,27121,1000.0
1375,27123,1000.0
1376,27125,1000.0
1377,27127,1000.0
1378,27129,1000.0
1379,27131,1000.0
1380,27133,1000.0
1381,27135,1000.0
1382,27137,1000.0
1383,27139,1000.0
1384,27141,1000.0
1385,27143,1000.0
1386,27145,1000.0
1387,27147,10000.0
1388,27149,1000.0
1389,27151,1000.0
1390,27153,1000.0
1391,27155,1000.0
1392,27157,1000.0
1393,27159,1000.0
1394,27161,10000.0
1395,27163,1000.0
1396,27165,1000.0
1397,27167,1000.0
1398,27169,1000.0
1399,27171,1000.0
1400,27173,1000.0
1401,28001,1000.0
1402,28003,2000.0
1403,28005,1000.0
1404,28007,1000.0
1405,28009,1000.0
1406,28011,1000.0
1407,28013,10000.0
1408,28015,1000.0
1409,28017,1000.0
1410,28019,1000.0
1411,28021,100.0
1412,28023,1000.0
1413,28025,1000.0
1414,28027,1000.0
1415,28029,1000.0
1416,28031,1000.0
1417,28033,1000.0
1418,28035,1000.0
1419,28037,100.0
1420,28039,1000.0
1421,28041,1000.0
1422,28043,1000.0
1423,28045,1000.0
1424,28047,5000.0
1425,28049,1000.0
1426,28051,1000.0
1427,28053,1000.0
1428,28055,35.0
1429,28057,1000.0
1430,28059,1000.0
1431,28061,1000.0
1432,28063,300.0
1433,28065,300.0
1434,28067,1000.0
1435,28069,1000.0
1436,28071,1000.0
1437,28073,1000.0
1438,28075,1000.0
1439,28077,1000.0
1440,28079,1000.0
1441,28081,1000.0
1442,28083,1000.0
1443,28085,1000.0
1444,28087,5000.0
1445,28089,1000.0
1446,28091,1000.0
1447,28093,1000.0
1448,28095,1000.0
1449,28097,1000.0
1450,28099,1000.0
1451,28101,1000.0
1452,28103,35.0
1453,28105,1000.0
1454,28107,1000.0
1455,28109,1000.0
1456,28111,1000.0
1457,28113,1000.0
1458,28115,1000.0
1459,28117,1000.0
1460,28119,1000.0
1461,28121,1000.0
1462,28123,1000.0
1463,28125,1000.0
1464,28127,1000.0
1465,28129,1000.0
1466,28131,1000.0
1467,28133,1000.0
1468,28135,1000.0
1469,28137,1000.0
1470,28139,1000.0
1471,28141,1000.0
1472,28143,1000.0
1473,28145,1000.0
1474,28147,1000.0
1475,28149,1000.0
1476,28151,1000.0
1477,28153,1000.0
1478,28155,1000.0
1479,28157,100.0
1480,28159,1000.0
1481,28161,1000.0
1482,28163,1000.0
1483,29001,1000.0
1484,29003,1000.0
1485,29005,1000.0
1486,29007,1000.0
1487,29009,1000.0
1488,29011,1000.0
1489,29013,1024.0
1490,29015,1000.0
1491,29017,1024.0
1492,29019,1000.0
1493,29021,1000.0
1494,29023,1000.0
1495,29025,1000.0
1496,29027,1000.0
1497,29029,1000.0
1498,29031,1000.0
1499,29033,1000.0
1500,29035,1000.0
1501,29037,1024.0
1502,29039,1024.0
1503,29041,1000.0
1504,29043,1000.0
1505,29045,1000.0
1506,29047,1000.0
1507,29049,1000.0
1508,29051,1000.0
1509,29053,1000.0
1510,29055,1024.0
1511,29057,1000.0
1512,29059,1024.0
1513,29061,1000.0
1514,29063,1000.0
1515,29065,1024.0
1516,29067,1000.0
1517,29069,1000.0
1518,29071,1024.0
1519,29073,1024.0
1520,29075,1000.0
1521,29077,10000.0
1522,29079,1000.0
1523,29081,1000.0
1524,29083,1000.0
1525,29085,100.0
1526,29087,1000.0
1527,29089,1000.0
1528,29091,1024.0
1529,29093,1000.0
1530,29095,1000.0
1531,29097,1000.0
1532,29099,1000.0
1533,29101,1000.0
1534,29103,1000.0
1535,29105,1024.0
1536,29107,1000.0
1537,29109,1000.0
1538,29111,1000.0
1539,29113,1000.0
1540,29115,1000.0
1541,29117,1000.0
1542,29119,3000.0
1543,29121,1000.0
1544,29123,1024.0
1545,29125,1000.0
1546,29127,1000.0
1547,29129,35.0
1548,29131,1000.0
1549,29133,1000.0
1550,29135,1000.0
1551,29137,1000.0
1552,29139,1000.0
1553,29141,1000.0
1554,29143,1000.0
1555,29145,1000.0
1556,29147,1000.0
1557,29149,1024.0
1558,29151,1000.0
1559,29153,100.0
1560,29155,1000.0
1561,29157,1000.0
1562,29159,1000.0
1563,29161,1024.0
1564,29163,1000.0
1565,29165,1000.0
1566,29167,1000.0
1567,29169,1000.0
1568,29171,100.0
1569,29173,1000.0
1570,29175,1000.0
1571,29177,1000.0
1572,29179,1000.0
1573,29181,1000.0
1574,29183,1000.0
1575,29185,100.0
1576,29186,1000.0
1577,29187,1000.0
1578,29189,1000.0
1579,29195,1000.0
1580,29197,1000.0
1581,29199,100.0
1582,29201,1000.0
1583,29203,100.0
1584,29205,1000.0
1585,29207,1000.0
1586,29209,1000.0
1587,29211,200.0
1588,29213,1000.0
1589,29215,1000.0
1590,29217,1024.0
1591,29219,1000.0
1592,29221,1024.0
1593,29223,300.0
1594,29225,1000.0
1595,29227,200.0
1596,29229,1000.0
1597,29510,1000.0
1598,30001,940.0
1599,30003,1000.0
1600,30005,940.0
1601,30007,1000.0
1602,30009,1000.0
1603,30011,1000.0
1604,30013,1000.0
1605,30015,940.0
1606,30017,1000.0
1607,30019,1000.0
1608,30021,1000.0
1609,30023,3000.0
1610,30025,1000.0
1611,30027,1000.0
1612,30029,7000.0
1613,30031,2000.0
1614,30033,1000.0
1615,30035,940.0
1616,30037,1000.0
1617,30039,300.0
1618,30041,940.0
1619,30043,1000.0
1620,30045,50.0
1621,30047,940.0
1622,30049,1000.0
1623,30051,50.0
1624,30053,1000.0
1625,30055,1000.0
1626,30057,500.0
1627,30059,100.0
1628,30061,500.0
1629,30063,2000.0
1630,30065,1000.0
1631,30067,940.0
1632,30069,1000.0
1633,30071,1000.0
1634,30073,100.0
1635,30075,1000.0
1636,30077,940.0
1637,30079,1000.0
1638,30081,1000.0
1639,30083,1000.0
1640,30085,1000.0
1641,30087,1000.0
1642,30089,500.0
1643,30091,1000.0
1644,30093,1000.0
1645,30095,1000.0
1646,30097,940.0
1647,30099,500.0
1648,30101,80.0
1649,30103,1000.0
1650,30105,1000.0
1651,30107,1000.0
1652,30109,1000.0
1653,30111,1000.0
1654,31001,1000.0
1655,31003,1000.0
1656,31005,250.0
1657,31007,100.0
1658,31009,35.0
1659,31011,250.0
1660,31013,1000.0
1661,31015,100.0
1662,31017,500.0
1663,31019,1000.0
1664,31021,500.0
1665,31023,1000.0
1666,31025,1000.0
1667,31027,1000.0
1668,31029,1000.0
1669,31031,140.0
1670,31033,940.0
1671,31035,1000.0
1672,31037,1000.0
1673,31039,1000.0
1674,31041,1000.0
1675,31043,1000.0
1676,31045,1000.0
1677,31047,1000.0
1678,31049,100.0
1679,31051,500.0
1680,31053,1000.0
1681,31055,1000.0
1682,31057,1000.0
1683,31059,1000.0
1684,31061,1000.0
1685,31063,1000.0
1686,31065,1000.0
1687,31067,1000.0
1688,31069,100.0
1689,31071,940.0
1690,31073,1000.0
1691,31075,35.0
1692,31077,100.0
1693,31079,1000.0
1694,31081,1000.0
1695,31083,1000.0
1696,31085,100.0
1697,31087,1000.0
1698,31089,1000.0
1699,31091,35.0
1700,31093,1000.0
1701,31095,1000.0
1702,31097,1000.0
1703,31099,1000.0
1704,31101,1000.0
1705,31103,100.0
1706,31105,940.0
1707,31107,1000.0
1708,31109,10000.0
1709,31111,1000.0
1710,31113,100.0
1711,31115,100.0
1712,31117,250.0
1713,31119,5000.0
1714,31121,1000.0
1715,31123,1000.0
1716,31125,1000.0
1717,31127,1000.0
1718,31129,1000.0
1719,31131,1000.0
1720,31133,940.0
1721,31135,1000.0
1722,31137,1000.0
1723,31139,1000.0
1724,31141,1000.0
1725,31143,1000.0
1726,31145,1000.0
1727,31147,940.0
1728,31149,100.0
1729,31151,1000.0
1730,31153,1000.0
1731,31155,1000.0
1732,31157,1000.0
1733,31159,1000.0
1734,31161,300.0
1735,31163,940.0
1736,31165,300.0
1737,31167,1000.0
1738,31169,1000.0
1739,31171,35.0
1740,31173,500.0
1741,31175,940.0
1742,31177,1000.0
1743,31179,1000.0
1744,31181,1000.0
1745,31183,100.0
1746,31185,1000.0
1747,32001,1000.0
1748,32003,10000.0
1749,32005,1000.0
1750,32007,1000.0
1751,32009,100.0
1752,32011,100.0
1753,32013,100.0
1754,32015,100.0
1755,32017,1000.0
1756,32019,1000.0
1757,32021,940.0
1758,32023,1000.0
1759,32027,100.0
1760,32029,1000.0
1761,32031,10000.0
1762,32033,100.0
1763,32510,1000.0
1764,33001,1000.0
1765,33003,940.0
1766,33005,1000.0
1767,33007,1000.0
1768,33009,1000.0
1769,33011,2000.0
1770,33013,1000.0
1771,33015,2000.0
1772,33017,1000.0
1773,33019,1000.0
1774,34001,1000.0
1775,34003,2000.0
1776,34005,2000.0
1777,34007,1000.0
1778,34009,1000.0
1779,34011,1000.0
1780,34013,10000.0
1781,34015,1000.0
1782,34017,10000.0
1783,34019,1000.0
1784,34021,10000.0
1785,34023,2000.0
1786,34025,1000.0
1787,34027,10000.0
1788,34029,1000.0
1789,34031,1000.0
1790,34033,1000.0
1791,34035,1000.0
1792,34037,10000.0
1793,34039,1000.0
1794,34041,1000.0
1795,35001,2000.0
1796,35003,35.0
1797,35005,1000.0
1798,35006,1000.0
1799,35007,1000.0
1800,35009,1000.0
1801,35011,1000.0
1802,35013,1000.0
1803,35015,1000.0
1804,35017,1000.0
1805,35019,1000.0
1806,35021,1000.0
1807,35023,1000.0
1808,35025,1000.0
1809,35027,1000.0
1810,35028,1000.0
1811,35029,1000.0
1812,35031,1000.0
1813,35033,100.0
1814,35035,1000.0
1815,35037,1000.0
1816,35039,1000.0
1817,35041,1000.0
1818,35043,5000.0
1819,35045,1000.0
1820,35047,1000.0
1821,35049,1000.0
1822,35051,1000.0
1823,35053,1000.0
1824,35055,1000.0
1825,35057,1000.0
1826,35059,1000.0
1827,35061,1000.0
1828,36001,1000.0
1829,36003,1000.0
1830,36005,1000.0
1831,36007,1000.0
1832,36009,1000.0
1833,36011,1000.0
1834,36013,1000.0
1835,36015,1000.0
1836,36017,1000.0
1837,36019,1000.0
1838,36021,1000.0
1839,36023,1000.0
1840,36025,1000.0
1841,36027,1000.0
1842,36029,1000.0
1843,36031,1000.0
1844,36033,1000.0
1845,36035,940.0
1846,36037,1000.0
1847,36039,1000.0
1848,36041,940.0
1849,36043,1000.0
1850,36045,1000.0
1851,36047,1000.0
1852,36049,1000.0
1853,36051,1000.0
1854,36053,1000.0
1855,36055,1000.0
1856,36057,1000.0
1857,36059,1000.0
1858,36061,1000.0
1859,36063,1000.0
1860,36065,1000.0
1861,36067,1000.0
1862,36069,1000.0
1863,36071,1000.0
1864,36073,940.0
1865,36075,1000.0
1866,36077,1000.0
1867,36079,1000.0
1868,36081,1000.0
1869,36083,1000.0
1870,36085,1000.0
1871,36087,1000.0
1872,36089,1000.0
1873,36091,1000.0
1874,36093,1000.0
1875,36095,1000.0
1876,36097,1000.0
1877,36099,1000.0
1878,36101,1000.0
1879,36103,1000.0
1880,36105,1000.0
1881,36107,1000.0
1882,36109,1000.0
1883,36111,1000.0
1884,36113,1000.0
1885,36115,1000.0
1886,36117,1000.0
1887,36119,1000.0
1888,36121,1000.0
1889,36123,1000.0
1890,37001,1000.0
1891,37003,2000.0
1892,37005,1000.0
1893,37007,1000.0
1894,37009,1000.0
1895,37011,1000.0
1896,37013,1000.0
1897,37015,1000.0
1898,37017,940.0
1899,37019,1000.0
1900,37021,1000.0
1901,37023,1000.0
1902,37025,10000.0
1903,37027,1000.0
1904,37029,1000.0
1905,37031,1000.0
1906,37033,1000.0
1907,37035,1000.0
1908,37037,1000.0
1909,37039,1000.0
1910,37041,1000.0
1911,37043,1000.0
1912,37045,1000.0
1913,37047,1000.0
1914,37049,1000.0
1915,37051,1000.0
1916,37053,1000.0
1917,37055,940.0
1918,37057,1000.0
1919,37059,2000.0
1920,37061,1000.0
1921,37063,1000.0
1922,37065,940.0
1923,37067,2000.0
1924,37069,1000.0
1925,37071,1000.0
1926,37073,940.0
1927,37075,100.0
1928,37077,940.0
1929,37079,940.0
1930,37081,1000.0
1931,37083,1000.0
1932,37085,10000.0
1933,37087,1000.0
1934,37089,1000.0
1935,37091,1000.0
1936,37093,1000.0
1937,37095,940.0
1938,37097,2000.0
1939,37099,1000.0
1940,37101,10000.0
1941,37103,940.0
1942,37105,1000.0
1943,37107,940.0
1944,37109,1000.0
1945,37111,1000.0
1946,37113,1000.0
1947,37115,1000.0
1948,37117,1000.0
1949,37119,10000.0
1950,37121,1000.0
1951,37123,1000.0
1952,37125,1000.0
1953,37127,940.0
1954,37129,1000.0
1955,37131,1000.0
1956,37133,1000.0
1957,37135,1000.0
1958,37137,940.0
1959,37139,1000.0
1960,37141,1000.0
1961,37143,1000.0
1962,37145,940.0
1963,37147,940.0
1964,37149,1000.0
1965,37151,1000.0
1966,37153,1000.0
1967,37155,1000.0
1968,37157,1000.0
1969,37159,10000.0
1970,37161,1000.0
1971,37163,940.0
1972,37165,1000.0
1973,37167,1000.0
1974,37169,1000.0
1975,37171,1000.0
1976,37173,1000.0
1977,37175,1000.0
1978,37177,1000.0
1979,37179,1000.0
1980,37181,940.0
1981,37183,10000.0
1982,37185,1000.0
1983,37187,1000.0
1984,37189,1000.0
1985,37191,1000.0
1986,37193,2000.0
1987,37195,1000.0
1988,37197,2000.0
1989,37199,1000.0
1990,38001,1000.0
1991,38003,5000.0
1992,38005,35.0
1993,38007,1000.0
1994,38009,1000.0
1995,38011,1000.0
1996,38013,1000.0
1997,38015,2500.0
1998,38017,5000.0
1999,38019,1000.0
2000,38021,1000.0
2001,38023,1000.0
2002,38025,1000.0
2003,38027,2000.0
2004,38029,2500.0
2005,38031,2000.0
2006,38033,1000.0
2007,38035,2000.0
2008,38037,1000.0
2009,38039,5000.0
2010,38041,1000.0
2011,38043,2500.0
2012,38045,1000.0
2013,38047,2500.0
2014,38049,1000.0
2015,38051,2500.0
2016,38053,1000.0
2017,38055,2500.0
2018,38057,1000.0
2019,38059,2500.0
2020,38061,1000.0
2021,38063,2000.0
2022,38065,2500.0
2023,38067,1000.0
2024,38069,1000.0
2025,38071,1000.0
2026,38073,5000.0
2027,38075,1000.0
2028,38077,5000.0
2029,38079,1000.0
2030,38081,1000.0
2031,38083,2500.0
2032,38085,1000.0
2033,38087,1000.0
2034,38089,1000.0
2035,38091,5000.0
2036,38093,2500.0
2037,38095,1000.0
2038,38097,1000.0
2039,38099,1000.0
2040,38101,1000.0
2041,38103,2500.0
2042,38105,1000.0
2043,39001,940.0
2044,39003,1000.0
2045,39005,1000.0
2046,39007,1000.0
2047,39009,1000.0
2048,39011,1000.0
2049,39013,1000.0
2050,39015,1000.0
2051,39017,10000.0
2052,39019,940.0
2053,39021,940.0
2054,39023,1000.0
2055,39025,940.0
2056,39027,1000.0
2057,39029,1000.0
2058,39031,1000.0
2059,39033,1000.0
2060,39035,1000.0
2061,39037,1000.0
2062,39039,1000.0
2063,39041,1000.0
2064,39043,1000.0
2065,39045,1000.0
2066,39047,940.0
2067,39049,1000.0
2068,39051,1000.0
2069,39053,1000.0
2070,39055,1000.0
2071,39057,1000.0
2072,39059,940.0
2073,39061,1000.0
2074,39063,1000.0
2075,39065,1000.0
2076,39067,1000.0
2077,39069,1000.0
2078,39071,940.0
2079,39073,940.0
2080,39075,1000.0
2081,39077,1000.0
2082,39079,940.0
2083,39081,1000.0
2084,39083,1000.0
2085,39085,1000.0
2086,39087,1000.0
2087,39089,1000.0
2088,39091,940.0
2089,39093,1000.0
2090,39095,10000.0
2091,39097,1000.0
2092,39099,1000.0
2093,39101,1000.0
2094,39103,2500.0
2095,39105,940.0
2096,39107,1000.0
2097,39109,1000.0
2098,39111,100.0
2099,39113,1000.0
2100,39115,940.0
2101,39117,1000.0
2102,39119,1000.0
2103,39121,940.0
2104,39123,1000.0
2105,39125,1000.0
2106,39127,940.0
2107,39129,1000.0
2108,39131,940.0
2109,39133,1000.0
2110,39135,1000.0
2111,39137,1000.0
2112,39139,1000.0
2113,39141,1000.0
2114,39143,1000.0
2115,39145,1000.0
2116,39147,1000.0
2117,39149,940.0
2118,39151,1000.0
2119,39153,2500.0
2120,39155,1000.0
2121,39157,1000.0
2122,39159,1000.0
2123,39161,1000.0
2124,39163,940.0
2125,39165,1000.0
2126,39167,2000.0
2127,39169,1000.0
2128,39171,1000.0
2129,39173,1000.0
2130,39175,1000.0
2131,40001,1000.0
2132,40003,1000.0
2133,40005,1000.0
2134,40007,1000.0
2135,40009,1000.0
2136,40011,1000.0
2137,40013,1000.0
2138,40015,1000.0
2139,40017,1000.0
2140,40019,1000.0
2141,40021,1000.0
2142,40023,100.0
2143,40025,1000.0
2144,40027,1024.0
2145,40029,1000.0
2146,40031,1024.0
2147,40033,1000.0
2148,40035,1000.0
2149,40037,1000.0
2150,40039,1000.0
2151,40041,1000.0
2152,40043,1000.0
2153,40045,1000.0
2154,40047,1000.0
2155,40049,1000.0
2156,40051,1000.0
2157,40053,1000.0
2158,40055,1000.0
2159,40057,1000.0
2160,40059,1000.0
2161,40061,1000.0
2162,40063,1000.0
2163,40065,1000.0
2164,40067,1000.0
2165,40069,1000.0
2166,40071,1000.0
2167,40073,1000.0
2168,40075,1000.0
2169,40077,1000.0
2170,40079,1000.0
2171,40081,1000.0
2172,40083,1000.0
2173,40085,1000.0
2174,40087,1000.0
2175,40089,1000.0
2176,40091,1000.0
2177,40093,1000.0
2178,40095,1000.0
2179,40097,1000.0
2180,40099,1000.0
2181,40101,1000.0
2182,40103,1000.0
2183,40105,1000.0
2184,40107,1000.0
2185,40109,1024.0
2186,40111,1000.0
2187,40113,1000.0
2188,40115,1000.0
2189,40117,100.0
2190,40119,1000.0
2191,40121,1000.0
2192,40123,5000.0
2193,40125,1000.0
2194,40127,1000.0
2195,40129,200.0
2196,40131,1000.0
2197,40133,1000.0
2198,40135,1000.0
2199,40137,1000.0
2200,40139,1000.0
2201,40141,1000.0
2202,40143,1000.0
2203,40145,1000.0
2204,40147,1000.0
2205,40149,1000.0
2206,40151,1000.0
2207,40153,1000.0
2208,41001,1000.0
2209,41003,1000.0
2210,41005,2000.0
2211,41007,1000.0
2212,41009,1000.0
2213,41011,1000.0
2214,41013,1000.0
2215,41015,1000.0
2216,41017,940.0
2217,41019,1000.0
2218,41021,500.0
2219,41023,500.0
2220,41025,940.0
2221,41027,1000.0
2222,41029,1000.0
2223,41031,940.0
2224,41033,1000.0
2225,41035,1000.0
2226,41037,940.0
2227,41039,2000.0
2228,41041,1000.0
2229,41043,1000.0
2230,41045,1000.0
2231,41047,2000.0
2232,41049,1000.0
2233,41051,2000.0
2234,41053,1000.0
2235,41055,100.0
2236,41057,1000.0
2237,41059,1000.0
2238,41061,1000.0
2239,41063,1000.0
2240,41065,1000.0
2241,41067,2000.0
2242,41069,100.0
2243,41071,1000.0
2244,42001,1000.0
2245,42003,10000.0
2246,42005,10000.0
2247,42007,1000.0
2248,42009,1000.0
2249,42011,1000.0
2250,42013,10000.0
2251,42015,1000.0
2252,42017,2000.0
2253,42019,10000.0
2254,42021,1000.0
2255,42023,1000.0
2256,42025,1000.0
2257,42027,2000.0
2258,42029,10000.0
2259,42031,10000.0
2260,42033,1000.0
2261,42035,1000.0
2262,42037,1024.0
2263,42039,1000.0
2264,42041,1000.0
2265,42043,2000.0
2266,42045,1000.0
2267,42047,1000.0
2268,42049,1000.0
2269,42051,10000.0
2270,42053,1000.0
2271,42055,1000.0
2272,42057,1000.0
2273,42059,1000.0
2274,42061,1000.0
2275,42063,10000.0
2276,42065,1000.0
2277,42067,1000.0
2278,42069,1024.0
2279,42071,1000.0
2280,42073,1000.0
2281,42075,1000.0
2282,42077,1000.0
2283,42079,1024.0
2284,42081,2000.0
2285,42083,1000.0
2286,42085,1000.0
2287,42087,1000.0
2288,42089,1000.0
2289,42091,1000.0
2290,42093,1024.0
2291,42095,1000.0
2292,42097,1000.0
2293,42099,1000.0
2294,42101,10000.0
2295,42103,1000.0
2296,42105,1000.0
2297,42107,1000.0
2298,42109,1024.0
2299,42111,1000.0
2300,42113,1000.0
2301,42115,1000.0
2302,42117,1000.0
2303,42119,1024.0
2304,42121,1000.0
2305,42123,1000.0
2306,42125,1000.0
2307,42127,1024.0
2308,42129,10000.0
2309,42131,1000.0
2310,42133,1000.0
2311,44001,1000.0
2312,44003,1000.0
2313,44005,1000.0
2314,44007,1000.0
2315,44009,1000.0
2316,45001,1000.0
2317,45003,1000.0
2318,45005,1000.0
2319,45007,1000.0
2320,45009,1000.0
2321,45011,1000.0
2322,45013,1000.0
2323,45015,1000.0
2324,45017,1000.0
2325,45019,10000.0
2326,45021,1000.0
2327,45023,1000.0
2328,45025,1000.0
2329,45027,1000.0
2330,45029,1000.0
2331,45031,1000.0
2332,45033,940.0
2333,45035,1000.0
2334,45037,1000.0
2335,45039,1000.0
2336,45041,1000.0
2337,45043,1000.0
2338,45045,1000.0
2339,45047,1000.0
2340,45049,1000.0
2341,45051,1000.0
2342,45053,1000.0
2343,45055,1000.0
2344,45057,1000.0
2345,45059,1000.0
2346,45061,1000.0
2347,45063,1000.0
2348,45065,1000.0
2349,45067,1000.0
2350,45069,1000.0
2351,45071,1000.0
2352,45073,1000.0
2353,45075,1000.0
2354,45077,10000.0
2355,45079,1000.0
2356,45081,1000.0
2357,45083,1000.0
2358,45085,1000.0
2359,45087,940.0
2360,45089,1000.0
2361,45091,1000.0
2362,46003,1000.0
2363,46005,1000.0
2364,46007,100.0
2365,46009,1000.0
2366,46011,1000.0
2367,46013,1000.0
2368,46015,1000.0
2369,46017,1000.0
2370,46019,1000.0
2371,46021,1000.0
2372,46023,1000.0
2373,46025,250.0
2374,46027,1000.0
2375,46029,1000.0
2376,46031,1000.0
2377,46033,1000.0
2378,46035,1000.0
2379,46037,500.0
2380,46039,1000.0
2381,46041,1000.0
2382,46043,1000.0
2383,46045,1000.0
2384,46047,100.0
2385,46049,500.0
2386,46051,1000.0
2387,46053,1000.0
2388,46055,100.0
2389,46057,1000.0
2390,46059,1000.0
2391,46061,1000.0
2392,46063,1000.0
2393,46065,940.0
2394,46067,1000.0
2395,46069,40.0
2396,46071,100.0
2397,46073,1000.0
2398,46075,100.0
2399,46077,1000.0
2400,46079,1000.0
2401,46081,1000.0
2402,46083,1000.0
2403,46085,1000.0
2404,46087,1000.0
2405,46089,1000.0
2406,46091,1000.0
2407,46093,1000.0
2408,46095,1000.0
2409,46097,1000.0
2410,46099,1000.0
2411,46101,1000.0
2412,46103,1000.0
2413,46105,1000.0
2414,46107,40.0
2415,46109,1000.0
2416,46111,1000.0
2417,46113,100.0
2418,46115,500.0
2419,46117,100.0
2420,46119,100.0
2421,46121,100.0
2422,46123,1000.0
2423,46125,1000.0
2424,46127,1000.0
2425,46129,1000.0
2426,46135,1000.0
2427,46137,150.0
2428,47001,1000.0
2429,47003,1000.0
2430,47005,940.0
2431,47007,10000.0
2432,47009,10000.0
2433,47011,10000.0
2434,47013,1000.0
2435,47015,1000.0
2436,47017,940.0
2437,47019,1000.0
2438,47021,1000.0
2439,47023,1000.0
2440,47025,1000.0
2441,47027,1000.0
2442,47029,1000.0
2443,47031,1000.0
2444,47033,1000.0
2445,47035,1000.0
2446,47037,2000.0
2447,47039,940.0
2448,47041,1000.0
2449,47043,1000.0
2450,47045,1000.0
2451,47047,1000.0
2452,47049,1000.0
2453,47051,10000.0
2454,47053,1000.0
2455,47055,1000.0
2456,47057,1000.0
2457,47059,10000.0
2458,47061,10000.0
2459,47063,1000.0
2460,47065,10000.0
2461,47067,1000.0
2462,47069,1000.0
2463,47071,940.0
2464,47073,1000.0
2465,47075,1000.0
2466,47077,1000.0
2467,47079,1000.0
2468,47081,1000.0
2469,47083,1000.0
2470,47085,1000.0
2471,47087,1000.0
2472,47089,1000.0
2473,47091,1000.0
2474,47093,10000.0
2475,47095,1000.0
2476,47097,1000.0
2477,47099,1000.0
2478,47101,1000.0
2479,47103,1000.0
2480,47105,1000.0
2481,47107,10000.0
2482,47109,1000.0
2483,47111,1000.0
2484,47113,1000.0
2485,47115,10000.0
2486,47117,1000.0
2487,47119,1000.0
2488,47121,10000.0
2489,47123,1000.0
2490,47125,1000.0
2491,47127,1000.0
2492,47129,1000.0
2493,47131,1000.0
2494,47133,1000.0
2495,47135,1000.0
2496,47137,1000.0
2497,47139,10000.0
2498,47141,10000.0
2499,47143,10000.0
2500,47145,1000.0
2501,47147,1000.0
2502,47149,10000.0
2503,47151,1000.0
2504,47153,10000.0
2505,47155,10000.0
2506,47157,1000.0
2507,47159,1000.0
2508,47161,1000.0
2509,47163,10000.0
2510,47165,1000.0
2511,47167,1000.0
2512,47169,1000.0
2513,47171,1000.0
2514,47173,1000.0
2515,47175,1000.0
2516,47177,1000.0
2517,47179,10000.0
2518,47181,1000.0
2519,47183,1000.0
2520,47185,1000.0
2521,47187,2000.0
2522,47189,1000.0
2523,48001,1000.0
2524,48003,1000.0
2525,48005,300.0
2526,48007,5000.0
2527,48009,1000.0
2528,48011,1000.0
2529,48013,1000.0
2530,48015,1000.0
2531,48017,1000.0
2532,48019,1000.0
2533,48021,1000.0
2534,48023,1000.0
2535,48025,10000.0
2536,48027,1000.0
2537,48029,10000.0
2538,48031,1000.0
2539,48033,1000.0
2540,48035,1000.0
2541,48037,5000.0
2542,48039,5000.0
2543,48041,1000.0
2544,48043,1000.0
2545,48045,200.0
2546,48047,10000.0
2547,48049,1000.0
2548,48051,1000.0
2549,48053,1024.0
2550,48055,1000.0
2551,48057,1000.0
2552,48059,1000.0
2553,48061,10000.0
2554,48063,100.0
2555,48065,1000.0
2556,48067,1024.0
2557,48069,1000.0
2558,48071,1000.0
2559,48073,1000.0
2560,48075,1000.0
2561,48077,1000.0
2562,48079,400.0
2563,48081,1000.0
2564,48083,1000.0
2565,48085,5000.0
2566,48087,1000.0
2567,48089,1024.0
2568,48091,1000.0
2569,48093,1000.0
2570,48095,1000.0
2571,48097,1000.0
2572,48099,1000.0
2573,48101,1000.0
2574,48103,1000.0
2575,48105,1000.0
2576,48107,1000.0
2577,48109,200.0
2578,48111,300.0
2579,48113,2000.0
2580,48115,1000.0
2581,48117,1000.0
2582,48119,1000.0
2583,48121,1000.0
2584,48123,1000.0
2585,48125,400.0
2586,48127,940.0
2587,48129,200.0
2588,48131,1000.0
2589,48133,1000.0
2590,48135,5000.0
2591,48137,1000.0
2592,48139,1000.0
2593,48141,1000.0
2594,48143,1000.0
2595,48145,940.0
2596,48147,1000.0
2597,48149,1000.0
2598,48151,1000.0
2599,48153,1000.0
2600,48155,1000.0
2601,48157,1000.0
2602,48159,1000.0
2603,48161,1000.0
2604,48163,1000.0
2605,48165,1000.0
2606,48167,1000.0
2607,48169,1000.0
2608,48171,1000.0
2609,48173,200.0
2610,48175,1000.0
2611,48177,1000.0
2612,48179,1000.0
2613,48181,1000.0
2614,48183,5000.0
2615,48185,1000.0
2616,48187,1000.0
2617,48189,1000.0
2618,48191,1000.0
2619,48193,1000.0
2620,48195,1000.0
2621,48197,1000.0
2622,48199,1000.0
2623,48201,10000.0
2624,48203,1024.0
2625,48205,300.0
2626,48207,1000.0
2627,48209,1000.0
2628,48211,1000.0
2629,48213,1000.0
2630,48215,10000.0
2631,48217,300.0
2632,48219,2000.0
2633,48221,1000.0
2634,48223,1000.0
2635,48225,1000.0
2636,48227,1000.0
2637,48229,200.0
2638,48231,1000.0
2639,48233,1000.0
2640,48235,100.0
2641,48237,1000.0
2642,48239,1024.0
2643,48241,5000.0
2644,48243,1000.0
